order_value,customer_orders,customer_returns,discount_percent,delivery_distance_km,product_category,payment_method,days_since_last_order,returned
3319.06,11,2,24,11.0,Home,Credit Card,24,1
8501.76,17,3,59,4.2,Home,UPI,19,0
604.62,14,1,37,5.9,Footwear,UPI,14,0
1296.65,27,10,38,4.3,Home,UPI,14,1
2696.9,18,2,36,9.7,Footwear,Credit Card,90,0
2178.92,28,5,18,11.7,Footwear,Debit Card,80,0
3767.1,47,12,20,11.8,Books,UPI,88,0
1382.07,47,6,31,18.9,Electronics,Debit Card,32,1
2088.49,4,1,27,11.3,Clothing,UPI,6,1
1064.91,7,1,38,2.9,Electronics,UPI,23,0
3807.41,45,20,40,19.6,Home,COD,19,1
1862.11,35,4,11,6.8,Clothing,UPI,89,0
4830.18,48,6,56,7.6,Books,UPI,89,0
4854.93,9,3,46,5.6,Clothing,UPI,2,0
737.21,8,3,14,3.8,Clothing,UPI,74,1
5407.11,45,8,27,4.1,Clothing,UPI,41,1
3469.48,17,8,55,15.0,Footwear,UPI,53,1
1620.37,17,1,20,8.2,Home,Credit Card,27,0
3257.97,49,7,15,5.8,Clothing,UPI,8,1
1267.09,33,4,22,19.2,Footwear,Credit Card,43,0
4687.86,32,7,51,11.3,Clothing,COD,33,1
1938.03,8,1,25,6.3,Footwear,UPI,43,1
3366.29,19,4,14,20.8,Footwear,Credit Card,83,1
1162.59,38,3,36,17.8,Books,UPI,30,0
2202.16,3,0,11,5.8,Books,UPI,34,0
3361.56,5,1,3,4.7,Clothing,Debit Card,78,1
2242.68,13,3,34,12.5,Electronics,Credit Card,20,0
2678.41,47,8,30,5.5,Home,UPI,87,1
1062.29,46,6,60,8.3,Electronics,UPI,62,0
2237.64,31,3,26,7.1,Clothing,UPI,79,0
1066.12,16,4,60,8.5,Electronics,Debit Card,2,0
1784.95,32,4,31,22.0,Clothing,Debit Card,88,0
1280.42,22,6,32,8.4,Footwear,UPI,88,1
1566.75,29,4,12,13.6,Clothing,UPI,80,0
530.52,22,2,36,8.8,Books,UPI,68,0
1841.85,43,2,43,8.2,Footwear,Debit Card,79,0
1676.95,3,0,1,3.1,Footwear,Credit Card,83,0
625.92,10,4,37,1.4,Clothing,UPI,19,1
2295.91,42,2,36,4.1,Electronics,UPI,35,1
3223.48,21,2,58,1.0,Home,UPI,20,1
2254.52,16,3,49,4.3,Home,UPI,41,1
3133.73,12,1,55,8.3,Footwear,Debit Card,29,0
1250.27,2,0,4,5.1,Clothing,UPI,15,0
1557.83,41,10,17,1.2,Footwear,COD,84,1
1904.4,24,9,47,45.4,Home,Credit Card,32,1
2002.58,35,5,16,7.3,Home,UPI,13,0
349.06,30,15,1,7.2,Footwear,Credit Card,7,1
948.97,30,11,48,18.1,Books,UPI,54,1
3646.93,47,4,41,16.1,Footwear,UPI,16,0
1045.62,35,13,57,7.2,Electronics,COD,10,1
1521.05,19,2,34,7.8,Footwear,Credit Card,56,1
1743.26,8,0,13,26.2,Footwear,UPI,66,0
707.51,26,2,50,7.3,Electronics,UPI,38,0
5464.98,49,7,11,15.5,Clothing,UPI,53,0
1768.85,40,1,57,4.8,Footwear,UPI,82,0
992.75,7,1,32,3.4,Home,UPI,34,0
2846.71,30,1,6,11.4,Books,UPI,85,0
1468.94,7,3,57,15.3,Home,Debit Card,85,1
1883.98,3,0,38,2.5,Electronics,Debit Card,1,1
4847.4,1,0,44,11.1,Footwear,UPI,79,0
1237.89,36,4,8,4.9,Footwear,Credit Card,74,0
4023.67,25,4,4,0.6,Clothing,UPI,59,0
1422.91,37,2,3,2.6,Electronics,UPI,25,0
1896.52,1,0,31,5.6,Electronics,Credit Card,32,1
2235.43,15,3,4,15.2,Electronics,Debit Card,31,0
1420.51,37,2,55,12.5,Home,UPI,74,1
887.39,13,1,55,2.3,Electronics,Credit Card,3,0
2483.0,40,8,59,11.6,Clothing,COD,86,1
3964.13,8,0,51,3.7,Clothing,Debit Card,66,0
2803.89,5,2,43,10.8,Home,UPI,87,1
2747.78,9,1,7,4.0,Electronics,UPI,41,0
1312.5,1,0,12,24.8,Electronics,COD,62,0
2927.35,36,5,3,4.4,Clothing,UPI,53,0
2323.2,35,7,51,5.9,Clothing,Credit Card,88,0
3307.76,2,0,10,3.7,Clothing,UPI,33,0
1937.35,40,3,14,11.7,Home,Credit Card,13,0
2745.55,23,1,55,3.6,Electronics,UPI,39,1
1289.15,9,2,45,1.2,Electronics,Debit Card,29,0
2941.74,34,5,17,10.2,Clothing,UPI,25,0
748.64,46,5,19,9.9,Books,Credit Card,19,0
1430.44,14,1,0,3.0,Electronics,UPI,65,0
1109.72,4,1,0,3.8,Books,UPI,16,1
21038.51,30,4,10,6.5,Home,Debit Card,72,0
2854.05,31,7,28,12.1,Clothing,COD,71,1
846.69,38,8,60,29.3,Home,COD,85,1
694.08,11,4,28,12.1,Footwear,UPI,75,1
532.73,35,1,23,13.1,Footwear,Credit Card,90,0
814.19,8,2,19,22.0,Footwear,Debit Card,60,0
998.11,3,0,29,13.7,Footwear,Credit Card,79,0
913.47,14,2,37,24.1,Electronics,Debit Card,57,1
1303.75,13,1,4,8.5,Footwear,COD,45,0
3242.67,45,2,44,10.0,Home,UPI,52,0
1572.79,32,3,9,3.8,Clothing,Debit Card,6,0
2978.07,34,6,5,3.1,Books,UPI,60,0
857.86,45,11,3,5.1,Electronics,COD,37,1
1383.29,19,5,3,14.0,Books,Debit Card,54,1
937.68,38,3,6,14.6,Footwear,Credit Card,4,0
2464.9,16,3,47,7.9,Footwear,Debit Card,83,0
1592.71,2,0,32,17.1,Books,Debit Card,47,0
6255.11,40,6,8,5.6,Home,Credit Card,85,0
1130.82,17,0,25,2.7,Clothing,COD,37,1
873.3,34,6,50,12.2,Home,UPI,82,0
2225.46,42,5,51,9.6,Electronics,COD,42,0
1598.23,16,2,46,9.8,Clothing,UPI,48,0
2570.25,38,12,40,24.8,Books,Credit Card,61,0
1731.65,2,1,20,9.8,Clothing,UPI,62,1
1638.47,2,0,59,15.7,Electronics,UPI,55,0
1132.77,26,4,51,0.2,Footwear,Credit Card,37,0
1497.1,13,1,59,9.6,Clothing,UPI,15,1
619.7,47,3,21,2.1,Clothing,COD,59,1
4181.26,31,10,32,6.8,Footwear,UPI,63,0
4397.43,34,13,57,5.3,Footwear,UPI,66,0
3485.11,39,10,32,21.4,Clothing,COD,42,1
1312.27,3,1,47,22.3,Footwear,Debit Card,31,0
1164.7,8,1,4,23.7,Books,Debit Card,6,0
2564.11,23,4,20,9.1,Books,UPI,19,0
928.77,14,3,26,0.8,Home,Debit Card,38,0
4006.45,27,5,40,11.1,Electronics,UPI,79,1
341.46,29,5,0,5.8,Clothing,COD,33,0
1317.7,39,7,50,8.8,Books,Debit Card,90,0
858.16,39,7,15,3.3,Clothing,Debit Card,53,0
4327.9,1,0,34,21.1,Books,Debit Card,30,0
3833.11,17,1,35,13.8,Clothing,Credit Card,75,1
2683.99,41,12,43,6.7,Books,Debit Card,65,0
6911.48,30,8,31,4.1,Electronics,Credit Card,14,0
1820.76,13,0,28,15.1,Clothing,UPI,10,0
2812.64,21,4,38,17.2,Home,UPI,17,0
590.92,19,5,46,5.8,Books,UPI,75,0
1445.06,19,2,22,4.2,Footwear,Debit Card,15,0
1952.82,25,6,14,9.2,Electronics,Credit Card,76,0
951.75,22,7,25,10.7,Books,Credit Card,3,0
2162.17,31,6,36,2.8,Footwear,Debit Card,22,0
455.72,17,5,24,16.1,Electronics,Credit Card,56,1
2565.97,23,1,54,6.9,Clothing,UPI,59,0
1333.76,32,10,1,18.9,Footwear,UPI,26,0
1041.96,10,2,11,19.1,Clothing,UPI,50,0
3042.26,10,4,18,18.0,Books,UPI,87,1
5037.61,36,10,58,2.0,Clothing,UPI,80,1
3375.4,8,1,31,2.6,Footwear,Credit Card,61,0
1024.53,20,4,22,14.5,Clothing,UPI,55,0
2886.24,32,5,4,14.5,Footwear,UPI,64,0
1511.46,14,3,54,3.0,Clothing,COD,3,0
3986.24,28,11,24,7.7,Clothing,COD,30,1
2110.71,46,7,56,16.7,Clothing,Credit Card,58,1
644.06,24,9,34,12.0,Electronics,UPI,13,0
1526.24,15,6,55,14.3,Electronics,Debit Card,72,1
1014.65,22,2,28,10.7,Clothing,Credit Card,24,0
1049.37,30,5,37,12.4,Electronics,UPI,69,0
1440.21,4,0,44,8.0,Electronics,Credit Card,7,0
2190.64,13,4,19,6.8,Books,UPI,51,0
3413.98,23,4,46,9.0,Clothing,COD,54,1
1251.63,8,2,35,16.1,Clothing,Debit Card,51,1
4225.42,18,6,51,5.3,Clothing,UPI,27,1
549.12,12,5,6,6.2,Footwear,Credit Card,12,0
1005.73,31,14,21,2.8,Footwear,UPI,41,0
7583.91,14,2,17,6.9,Clothing,COD,89,1
812.54,34,13,52,2.9,Clothing,UPI,33,1
4341.15,18,4,20,17.9,Home,UPI,79,0
1775.46,34,9,21,7.5,Books,UPI,31,1
1720.55,11,5,38,3.4,Books,UPI,11,0
3479.64,41,3,11,16.2,Electronics,COD,36,0
3154.6,12,2,10,3.5,Footwear,COD,6,0
4599.15,49,19,55,2.4,Electronics,UPI,45,1
1520.91,15,2,11,1.1,Footwear,UPI,60,0
1998.38,31,7,25,1.4,Clothing,Credit Card,90,1
1517.57,49,7,29,7.3,Clothing,Debit Card,72,0
830.21,29,4,14,8.0,Footwear,UPI,37,0
2037.42,26,7,7,12.5,Home,Credit Card,30,0
1610.95,18,6,42,9.1,Home,UPI,38,0
487.86,32,4,52,8.7,Electronics,UPI,16,1
3930.71,22,7,17,3.2,Home,Debit Card,79,1
2005.55,38,7,9,16.7,Home,Credit Card,38,0
1107.48,17,5,7,10.3,Electronics,Credit Card,53,1
2281.75,23,4,37,7.0,Clothing,Debit Card,8,0
1252.78,24,6,34,9.4,Home,Debit Card,9,1
2081.92,8,1,19,13.4,Clothing,UPI,21,0
4774.5,41,2,11,2.9,Footwear,Credit Card,41,0
2390.18,6,1,48,4.4,Footwear,Debit Card,69,0
1285.69,5,1,2,0.8,Books,Credit Card,19,1
878.61,44,8,19,7.8,Books,Debit Card,80,0
1096.59,29,15,49,11.4,Clothing,UPI,18,1
3192.08,28,8,11,10.5,Clothing,UPI,76,1
1737.84,11,3,53,13.5,Clothing,UPI,80,1
2675.33,1,0,23,12.8,Electronics,Credit Card,5,0
1486.59,43,2,15,8.1,Clothing,UPI,67,0
940.7,19,3,59,12.1,Home,COD,71,1
2749.84,9,3,53,22.5,Home,Credit Card,32,0
1026.36,27,3,9,15.8,Books,Credit Card,78,0
1358.92,34,4,18,15.0,Electronics,Debit Card,88,0
767.59,44,4,40,5.8,Home,Credit Card,48,0
939.51,4,0,13,6.3,Footwear,Debit Card,33,0
3384.65,36,22,51,17.1,Clothing,Debit Card,69,1
3765.01,18,5,13,2.8,Clothing,UPI,72,1
3881.72,15,4,21,8.7,Home,UPI,2,0
3891.1,13,3,3,15.7,Clothing,COD,54,1
1411.17,19,8,46,8.9,Books,Credit Card,42,0
2880.66,49,17,51,7.4,Footwear,Debit Card,35,1
3778.27,6,0,58,13.5,Clothing,Debit Card,61,1
981.6,48,5,33,11.3,Clothing,Credit Card,60,0
2070.7,12,3,57,14.9,Electronics,Credit Card,49,1
1653.56,37,8,17,29.3,Footwear,COD,23,0
487.87,17,3,33,6.7,Footwear,Debit Card,68,1
2270.95,23,2,17,12.6,Footwear,Debit Card,35,0
1096.41,26,4,39,6.8,Footwear,Credit Card,14,0
3773.87,29,8,30,2.9,Home,COD,22,1
1060.35,33,5,41,7.5,Clothing,Debit Card,30,1
2276.46,27,2,19,2.1,Footwear,Debit Card,3,0
1955.74,25,8,35,3.4,Footwear,UPI,75,1
541.27,10,1,41,12.3,Clothing,Credit Card,10,0
1444.85,47,15,9,11.4,Books,UPI,67,1
2321.79,23,4,58,19.5,Home,Debit Card,41,0
3701.36,21,3,2,17.2,Electronics,Credit Card,48,0
1831.66,21,5,20,4.4,Books,UPI,50,0
3409.3,43,6,35,13.6,Books,Credit Card,69,0
2633.73,13,5,54,11.3,Home,Credit Card,58,1
2696.12,37,3,9,5.6,Clothing,Debit Card,15,0
2781.85,33,10,6,9.6,Books,Credit Card,48,1
1491.89,24,3,21,4.1,Electronics,Credit Card,6,0
904.7,44,10,22,18.5,Footwear,Debit Card,4,0
5425.3,11,2,11,11.8,Electronics,Debit Card,23,0
3095.89,17,4,38,19.8,Clothing,COD,45,0
1723.42,4,0,12,8.4,Books,UPI,65,0
2785.02,47,17,39,4.1,Home,Debit Card,56,0
2387.91,25,7,58,1.3,Home,UPI,63,1
994.37,30,7,12,4.8,Clothing,Debit Card,15,0
1427.28,9,1,32,4.7,Books,Debit Card,4,1
4575.67,21,3,30,13.6,Clothing,Debit Card,77,0
1801.35,20,7,47,9.9,Electronics,UPI,32,1
2351.15,19,1,50,15.4,Footwear,COD,9,1
4366.57,19,3,27,5.4,Clothing,COD,89,1
1797.55,12,5,18,16.5,Electronics,UPI,57,0
942.05,37,6,20,7.2,Books,Credit Card,67,0
1957.29,42,11,31,4.4,Footwear,COD,39,0
1223.12,17,2,25,1.4,Books,Credit Card,40,1
682.59,37,16,12,2.7,Footwear,Credit Card,16,0
3172.05,48,22,28,4.9,Electronics,Credit Card,81,0
1511.07,39,12,6,9.4,Electronics,Credit Card,10,0
300.0,28,6,46,4.2,Books,Credit Card,53,1
2159.14,41,9,25,30.5,Electronics,Credit Card,65,0
2177.82,35,10,5,13.1,Footwear,Credit Card,50,0
7083.69,47,15,31,3.2,Clothing,COD,29,1
1802.78,48,10,35,5.6,Footwear,COD,18,1
3817.41,18,5,53,6.3,Clothing,Debit Card,52,1
2842.94,14,3,22,10.4,Electronics,Credit Card,32,0
1196.8,35,2,51,1.5,Home,Debit Card,33,0
2307.24,44,6,10,24.0,Clothing,UPI,86,0
1611.48,41,11,55,29.2,Footwear,Debit Card,11,0
1117.2,7,2,20,11.4,Home,Credit Card,29,0
1259.42,41,10,18,19.4,Home,UPI,20,0
1145.27,13,6,33,9.7,Clothing,Credit Card,22,0
1795.82,18,1,48,6.4,Home,Debit Card,72,0
1802.07,37,9,46,3.4,Books,COD,86,0
1230.46,13,5,51,11.2,Footwear,UPI,15,1
1562.86,36,9,49,8.4,Home,Credit Card,35,0
486.3,31,4,43,13.9,Books,Credit Card,80,1
892.55,2,0,34,3.8,Home,Credit Card,34,0
1473.34,16,1,48,12.7,Clothing,COD,20,1
5826.51,9,1,30,5.4,Books,Credit Card,77,0
2816.54,9,2,45,3.7,Electronics,Debit Card,56,0
912.22,38,7,28,5.0,Books,Debit Card,51,1
5599.2,11,6,5,4.4,Clothing,UPI,77,1
1806.01,22,2,35,10.6,Clothing,Debit Card,85,1
817.1,33,5,52,13.7,Books,Credit Card,50,0
1710.87,36,3,30,2.1,Clothing,Debit Card,30,1
3603.14,45,2,31,4.7,Clothing,UPI,25,1
817.62,23,13,39,12.6,Footwear,UPI,74,1
875.42,45,16,58,14.2,Home,Debit Card,71,1
6402.37,45,9,19,9.9,Electronics,UPI,4,0
2224.97,34,10,21,7.8,Clothing,COD,63,1
1299.63,9,1,2,4.0,Clothing,Credit Card,22,1
1678.49,24,2,7,2.5,Clothing,UPI,57,0
2208.05,8,0,44,6.4,Footwear,Debit Card,54,0
1579.06,7,2,18,6.5,Electronics,Credit Card,4,1
4651.2,36,14,30,7.6,Clothing,UPI,65,1
1937.69,18,3,31,10.8,Home,UPI,48,1
2877.27,3,0,14,10.3,Books,UPI,23,1
1916.62,28,8,54,12.3,Footwear,UPI,23,1
1761.39,6,1,38,8.1,Electronics,Credit Card,6,0
3378.1,44,12,30,3.9,Footwear,Debit Card,69,0
3428.04,44,5,2,25.2,Books,UPI,64,0
576.23,21,3,50,2.9,Footwear,Debit Card,87,0
1783.81,28,9,57,3.9,Clothing,COD,71,1
7591.59,40,3,31,10.2,Books,Credit Card,5,0
1323.04,1,0,9,5.3,Footwear,Debit Card,33,0
2484.55,36,7,27,19.7,Home,UPI,26,1
4328.96,21,5,26,8.2,Footwear,UPI,59,0
832.39,43,14,47,12.1,Clothing,UPI,85,1
1392.29,35,17,45,7.1,Clothing,Debit Card,34,1
601.65,13,2,39,1.9,Footwear,Debit Card,26,1
1945.2,49,3,42,33.3,Clothing,COD,74,0
2367.01,10,0,30,9.8,Clothing,Credit Card,66,0
2836.76,44,15,50,3.9,Electronics,Credit Card,20,1
5440.59,47,7,33,7.7,Books,Debit Card,14,0
1890.24,10,2,4,14.0,Books,UPI,71,0
806.87,46,2,10,1.5,Clothing,Debit Card,74,0
975.88,13,1,6,8.2,Home,UPI,8,1
1060.4,37,4,7,6.3,Electronics,UPI,58,0
2090.97,38,12,16,3.0,Footwear,UPI,1,1
9367.32,24,4,43,14.2,Clothing,COD,31,1
1719.12,2,1,49,4.1,Footwear,Credit Card,8,1
4730.75,22,2,60,18.6,Clothing,UPI,80,1
1669.31,17,1,38,5.4,Clothing,UPI,83,0
801.84,36,6,40,12.7,Clothing,UPI,90,1
1020.99,14,2,50,10.1,Electronics,UPI,60,0
1085.33,10,1,13,9.3,Books,UPI,62,0
1659.76,35,8,23,7.8,Electronics,Debit Card,10,0
2401.59,25,4,29,8.9,Clothing,Debit Card,18,0
1140.27,3,0,57,12.6,Clothing,COD,66,1
3144.56,47,16,50,19.1,Clothing,UPI,66,1
3763.29,38,12,51,5.3,Footwear,COD,52,1
1503.65,17,5,49,29.8,Clothing,UPI,67,1
3438.18,12,6,56,15.4,Clothing,UPI,88,1
464.26,24,3,14,11.3,Electronics,UPI,9,0
346.97,29,7,52,10.7,Electronics,COD,48,1
3238.78,43,17,52,0.9,Clothing,COD,60,1
1345.69,25,7,3,29.0,Home,COD,78,1
8455.39,36,13,12,13.3,Electronics,UPI,52,0
1694.26,26,4,4,3.7,Footwear,Debit Card,43,0
897.67,38,9,30,2.0,Home,Credit Card,75,1
5888.07,1,0,11,13.5,Clothing,UPI,50,1
2861.35,20,1,29,5.5,Footwear,UPI,88,1
5346.21,28,5,48,7.6,Footwear,Debit Card,14,0
1199.22,16,1,9,7.4,Home,Debit Card,18,0
2333.48,47,17,29,7.6,Books,Debit Card,77,0
979.54,17,2,25,1.7,Clothing,Credit Card,34,1
532.66,40,18,43,17.3,Clothing,Credit Card,83,1
3040.28,28,9,5,5.4,Footwear,Debit Card,41,0
1313.19,12,1,26,6.6,Electronics,Debit Card,75,0
900.49,27,2,19,4.4,Clothing,UPI,49,0
684.24,42,6,27,14.5,Books,Debit Card,90,0
2054.75,47,12,19,4.3,Footwear,UPI,69,0
1891.07,30,13,11,3.3,Clothing,UPI,85,1
1288.94,41,9,44,12.8,Clothing,UPI,9,1
1127.85,34,12,20,6.4,Clothing,Credit Card,48,1
3091.02,37,5,29,10.6,Clothing,UPI,12,0
318.12,6,1,48,5.1,Home,COD,65,0
2812.08,7,1,51,3.4,Books,Credit Card,14,0
2504.01,32,10,9,5.9,Footwear,COD,64,0
764.13,32,5,50,15.5,Electronics,UPI,26,1
466.84,25,10,4,5.8,Home,Debit Card,7,0
2729.82,33,8,57,16.4,Books,COD,55,1
794.99,7,1,36,5.5,Books,UPI,59,0
5439.12,12,3,7,11.3,Footwear,UPI,80,0
7963.69,16,3,29,7.3,Footwear,Credit Card,79,0
2437.5,16,5,16,5.6,Footwear,UPI,56,0
1684.14,43,14,2,3.7,Electronics,UPI,68,1
1551.04,36,11,20,5.3,Footwear,COD,30,1
547.76,13,3,15,8.7,Home,Debit Card,23,1
1480.29,7,1,31,1.8,Home,Credit Card,86,1
1311.5,36,7,26,3.4,Footwear,UPI,79,1
1158.26,47,4,50,11.1,Home,UPI,17,0
2378.57,9,4,5,2.5,Footwear,UPI,2,0
1982.11,32,5,41,8.0,Electronics,Credit Card,72,1
3134.84,11,2,15,13.3,Books,Credit Card,70,0
1325.45,8,0,44,19.1,Footwear,UPI,39,0
2756.82,33,8,2,1.3,Home,COD,48,1
1818.13,23,1,53,8.3,Clothing,Credit Card,5,0
2744.85,25,11,39,24.3,Books,UPI,21,1
1712.31,8,1,19,19.8,Footwear,Debit Card,50,0
6276.87,45,12,39,2.0,Footwear,UPI,20,1
327.29,22,6,6,9.6,Books,Debit Card,71,1
2801.56,4,0,58,4.7,Books,Debit Card,79,1
3292.9,40,6,10,4.8,Footwear,COD,73,0
744.91,3,0,28,5.2,Electronics,UPI,27,1
6486.48,29,1,51,13.1,Books,UPI,2,0
1836.55,41,11,2,10.4,Books,UPI,47,0
1656.92,29,1,20,10.3,Electronics,UPI,40,1
2344.69,34,10,52,10.0,Clothing,Debit Card,89,1
3365.23,34,8,31,3.8,Footwear,Debit Card,36,1
1983.37,28,9,29,3.4,Electronics,COD,71,1
1940.06,13,0,38,2.8,Electronics,UPI,13,1
3250.25,15,6,10,7.4,Footwear,Debit Card,84,0
3562.41,23,0,16,1.3,Books,UPI,22,0
2288.39,44,12,24,10.2,Electronics,COD,18,1
611.96,26,1,49,21.5,Books,UPI,75,0
886.27,4,1,24,10.7,Books,Debit Card,6,0
3863.26,26,1,8,11.6,Books,UPI,68,0
1488.25,40,6,44,4.5,Clothing,UPI,67,0
1189.12,9,2,28,5.7,Clothing,Debit Card,52,0
2460.14,5,1,14,7.2,Clothing,COD,70,1
2255.6,32,5,18,6.9,Books,Debit Card,79,0
1552.01,20,7,14,10.2,Footwear,UPI,3,1
3042.66,11,1,38,20.1,Electronics,UPI,17,0
744.26,15,1,34,7.1,Clothing,UPI,86,0
537.7,32,2,55,17.2,Clothing,Debit Card,66,1
5176.1,28,4,39,7.9,Books,UPI,57,0
823.89,22,1,12,2.4,Footwear,COD,80,0
643.63,41,8,15,8.6,Footwear,Credit Card,22,1
1438.97,17,2,2,9.1,Electronics,Credit Card,11,0
1770.96,26,3,52,2.5,Books,Debit Card,36,0
1293.54,44,3,30,18.7,Footwear,Debit Card,53,0
1540.85,7,2,54,11.9,Books,UPI,76,0
668.5,42,7,0,15.1,Clothing,UPI,40,1
2979.88,26,4,34,15.7,Footwear,UPI,35,0
619.72,25,3,15,3.7,Clothing,Credit Card,43,0
1836.75,10,2,0,15.7,Electronics,UPI,45,0
2129.71,45,17,49,1.7,Clothing,Debit Card,41,1
2847.59,19,1,13,8.2,Electronics,UPI,64,1
2119.94,11,1,6,5.5,Clothing,COD,15,0
844.03,13,1,22,2.5,Footwear,Debit Card,44,0
1355.79,8,2,34,11.6,Clothing,COD,42,1
1104.57,40,11,28,12.7,Clothing,UPI,59,1
601.17,4,0,21,3.5,Clothing,Debit Card,85,0
2452.59,47,7,15,7.9,Footwear,COD,4,0
1064.58,31,4,28,11.2,Electronics,UPI,71,0
2006.42,28,7,5,0.8,Footwear,COD,29,1
1672.75,11,3,17,12.5,Clothing,UPI,41,0
816.39,43,5,28,3.1,Clothing,UPI,6,0
779.08,1,0,24,3.2,Footwear,Credit Card,39,0
1430.03,49,3,44,12.3,Electronics,UPI,81,0
720.93,47,5,55,3.0,Books,COD,66,0
3612.46,38,6,1,15.9,Books,UPI,81,0
4635.33,24,2,43,6.5,Footwear,Credit Card,27,1
3127.91,47,10,31,5.1,Clothing,Credit Card,7,1
2308.49,31,6,35,13.9,Footwear,Debit Card,11,0
1887.29,41,19,31,8.0,Footwear,UPI,90,1
868.26,46,18,40,8.8,Clothing,Debit Card,32,0
3226.95,26,15,19,2.6,Clothing,UPI,87,1
4720.11,49,11,54,27.3,Electronics,Debit Card,51,0
1425.67,5,1,36,22.4,Clothing,COD,40,1
1762.64,20,2,41,8.3,Footwear,UPI,7,0
1027.12,41,14,37,5.8,Books,UPI,1,0
1433.87,11,1,32,10.7,Clothing,Credit Card,25,1
749.73,33,3,51,1.8,Electronics,UPI,6,0
1476.63,38,13,4,9.8,Electronics,UPI,16,0
2447.65,27,7,5,0.4,Clothing,UPI,15,0
2270.17,34,3,21,6.2,Clothing,Credit Card,22,1
2154.86,15,1,20,2.8,Clothing,UPI,18,0
327.37,32,4,18,12.5,Clothing,Credit Card,50,0
1869.84,21,4,42,4.8,Footwear,Credit Card,72,0
2777.22,46,12,14,2.4,Footwear,Debit Card,10,0
1796.98,5,2,33,16.1,Books,COD,49,0
4002.95,6,1,46,53.8,Footwear,Credit Card,70,0
1686.17,38,6,6,7.3,Electronics,UPI,10,0
2387.52,22,6,16,10.6,Home,UPI,39,0
896.15,18,3,43,4.2,Electronics,Credit Card,58,0
2725.36,14,1,43,5.0,Footwear,COD,71,1
3136.12,10,4,4,20.3,Electronics,Debit Card,42,1
1097.17,46,7,51,11.9,Electronics,UPI,45,1
664.73,13,1,38,12.1,Clothing,COD,28,0
1318.73,31,4,1,4.5,Electronics,Debit Card,89,0
899.0,30,9,26,3.5,Clothing,UPI,73,0
2749.64,3,0,44,23.0,Clothing,Debit Card,5,0
1284.06,30,11,23,7.3,Home,UPI,57,0
2989.57,6,1,40,11.5,Clothing,Credit Card,80,1
605.07,29,8,60,3.7,Clothing,UPI,29,1
1012.52,8,2,46,1.2,Home,UPI,55,1
1059.26,44,4,27,6.1,Clothing,Debit Card,23,1
2192.82,45,9,57,23.3,Home,Debit Card,57,0
422.65,43,3,46,10.7,Home,UPI,18,0
1491.77,44,12,0,10.6,Books,UPI,26,0
1400.93,33,4,52,5.8,Clothing,Credit Card,5,0
2328.77,17,2,51,7.4,Clothing,Debit Card,8,0
1872.98,48,3,20,8.5,Home,UPI,19,0
926.9,11,2,56,9.5,Electronics,Debit Card,28,1
371.99,13,3,27,2.5,Electronics,COD,68,1
1054.2,11,1,2,17.9,Clothing,Credit Card,84,1
744.9,31,3,29,12.1,Home,UPI,50,0
775.95,28,6,0,8.8,Electronics,UPI,86,0
1080.99,44,1,58,14.2,Footwear,UPI,76,0
3204.63,6,0,50,16.5,Clothing,UPI,65,1
743.64,41,4,51,14.2,Footwear,Debit Card,8,1
493.49,16,3,44,14.8,Clothing,UPI,60,1
1205.15,4,1,46,5.0,Electronics,UPI,58,0
1487.89,35,8,44,7.7,Clothing,Credit Card,27,1
1419.89,48,11,17,15.9,Clothing,COD,85,1
1139.44,26,6,48,6.5,Electronics,UPI,33,0
1523.44,12,1,32,13.6,Clothing,Debit Card,46,1
2102.44,11,2,14,4.7,Books,Credit Card,37,1
982.0,37,7,23,4.2,Footwear,Debit Card,69,0
3646.46,25,7,35,9.6,Home,COD,15,0
1590.59,18,0,59,20.1,Books,UPI,67,0
3588.86,19,3,33,12.2,Footwear,Credit Card,28,0
2174.33,23,6,25,9.0,Clothing,Debit Card,63,0
748.31,38,3,50,12.1,Books,COD,3,0
460.14,18,2,39,10.4,Footwear,UPI,52,0
3810.41,26,2,21,4.2,Books,UPI,44,1
954.6,6,2,15,6.7,Footwear,UPI,60,0
1689.17,4,0,39,2.5,Home,Debit Card,58,0
1185.7,44,5,41,10.7,Books,COD,14,1
4627.1,29,4,15,16.5,Home,Credit Card,6,0
1715.96,34,2,4,18.3,Footwear,UPI,19,0
688.01,17,3,50,6.3,Clothing,UPI,62,1
1503.17,43,6,5,4.0,Home,Credit Card,5,0
3972.96,43,20,41,11.2,Home,COD,49,1
983.35,16,2,23,2.4,Clothing,Debit Card,51,0
605.96,2,0,29,1.8,Clothing,Debit Card,26,0
3014.33,34,14,36,12.8,Footwear,Credit Card,56,0
911.18,8,1,31,8.9,Electronics,COD,18,1
550.05,13,2,52,11.5,Clothing,Debit Card,45,1
932.93,42,6,18,2.2,Clothing,UPI,82,0
2112.34,8,2,50,25.1,Books,Debit Card,9,1
2370.34,30,14,44,2.1,Clothing,Credit Card,90,1
2300.2,32,2,27,19.8,Footwear,Debit Card,2,0
849.84,36,18,46,20.0,Home,COD,42,1
3270.83,47,3,7,15.7,Clothing,UPI,70,0
2917.65,30,12,42,12.2,Electronics,Debit Card,84,1
2447.52,1,0,0,10.9,Books,Credit Card,72,0
834.43,43,8,3,3.0,Home,COD,68,0
